date,gpu,family,model,weights,kv_cache,thinking,task,setting,metric,score,stderr,engine_version,harness,source_tag,notes
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,"nvidia/Qwen3-30B-A3B-NVFP4 (base: Qwen3-30B-A3B, thinking release)","nvidia/Qwen3-30B-A3B-NVFP4 (base: Qwen3-30B-A3B, thinking release)","NVFP4 (publisher, different base)",fp8,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.336,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3.8-27B-FP8,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.724,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3.8-27B-FP8,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.309,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.702,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.322,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,unsloth/Qwen3.8-27B-NVFP4,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.672,0.021,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,unsloth/Qwen3.8-27B-NVFP4,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.305,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3-8B-FP8,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.706,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3-8B-FP8,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.333,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,nvidia/Qwen3-30B-A3B-NVFP4 (thinking off; base Qwen3-30B-A3B),nvidia/Qwen3-30B-A3B-NVFP4 (thinking off; base Qwen3-30B-A3B),NVFP4 (publisher),fp8,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.912,0.013,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,nvidia/Qwen3-30B-A3B-NVFP4 (thinking off; base Qwen3-30B-A3B),nvidia/Qwen3-30B-A3B-NVFP4 (thinking off; base Qwen3-30B-A3B),NVFP4 (publisher),fp8,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.836,0.016,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3-30B-A3B (thinking off),Qwen/Qwen3-30B-A3B (thinking off),bf16,auto,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.908,0.013,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3-30B-A3B (thinking off),Qwen/Qwen3-30B-A3B (thinking off),bf16,auto,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.832,0.016,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3-32B-FP8,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,,gsm8k,5-shot greedy chat template max_gen_toks 1024,exact_match strict,0.896,0.014,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-09,RTX PRO 6000 Blackwell SE 96 GB,Qwen/Qwen3-32B-FP8,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,,ifeval,0-shot greedy chat template max_gen_toks 1024,prompt_level_strict_acc,0.314,0.020,vLLM 0.28.0,lm-eval 0.4.9.1,,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,arc_challenge,"25-shot, n=500",acc_norm,0.722,0.0201,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.934,0.0111,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,hellaswag,"10-shot, n=500",acc_norm,0.702,0.0205,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,mmlu,"5-shot, 50 per subject",acc,0.8288,0.0068,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,truthfulqa_mc2,"0-shot, n=500",acc,0.6091,0.0199,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,wikitext,"60 documents, word perplexity",word_perplexity,8.9197,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,fp8 (publisher),fp8,n/a,winogrande,"5-shot, n=500",acc,0.75,0.0194,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,arc_challenge,"25-shot, n=500",acc_norm,0.728,0.0199,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.936,0.011,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,hellaswag,"10-shot, n=500",acc_norm,0.702,0.0205,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.817,0.0166,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,mmlu,"5-shot, 50 per subject",acc,0.8344,0.0067,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,truthfulqa_mc2,"0-shot, n=500",acc,0.6177,0.0199,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,wikitext,"60 documents, word perplexity",word_perplexity,8.863,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,bf16,auto,n/a,winogrande,"5-shot, n=500",acc,0.75,0.0194,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,arc_challenge,"25-shot, n=500",acc_norm,0.718,0.0201,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.93,0.0114,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,hellaswag,"10-shot, n=500",acc_norm,0.694,0.0206,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.7927,0.0318,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8262,0.0163,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,mmlu,"5-shot, 50 per subject",acc,0.8263,0.0068,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,truthfulqa_mc2,"0-shot, n=500",acc,0.6117,0.0199,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,wikitext,"60 documents, word perplexity",word_perplexity,8.9137,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,"fp8 (load-time, quantization: fp8)",fp8,n/a,winogrande,"5-shot, n=500",acc,0.756,0.0192,vLLM 0.28.0,lm-eval 0.4.13,q-30b-2507-fp8dyn,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,arc_challenge,"25-shot, n=500",acc_norm,0.688,0.0207,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.926,0.0117,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,hellaswag,"10-shot, n=500",acc_norm,0.672,0.021,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.2988,0.0359,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8355,0.016,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,mmlu,"5-shot, 50 per subject",acc,0.8098,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,truthfulqa_mc2,"0-shot, n=500",acc,0.527,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,wikitext,"60 documents, word perplexity",word_perplexity,10.8887,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,bf16,auto,off,winogrande,"5-shot, n=500",acc,0.708,0.0204,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.69,0.0207,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.918,0.0123,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.68,0.0209,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.372,0.0379,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8318,0.0161,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,mmlu,"5-shot, 50 per subject",acc,0.8046,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5453,0.0202,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,10.9095,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),fp8,off,winogrande,"5-shot, n=500",acc,0.712,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.676,0.021,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.914,0.0126,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.678,0.0209,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.3598,0.0376,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8226,0.0164,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,mmlu,"5-shot, 50 per subject",acc,0.8035,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5063,0.0201,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,11.2629,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,winogrande,"5-shot, n=500",acc,0.712,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.668,0.0211,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.908,0.0129,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
